id,name,slug,generation,habitat,shape,color,capture_rate,base_happiness,gender_rate,is_baby,is_legendary,is_mythical,flavor_text_en,sourceUrl
142,aerodactyl,aerodactyl,generation-i,mountain,wings,purple,45,70,1,False,False,False,A Pokémon that roamed the skies in the dinosaur era. Its teeth are like saw blades.,https://pokeapi.co/api/v2/pokemon-species/142
143,snorlax,snorlax,generation-i,mountain,humanoid,black,25,70,1,False,False,False,"Very lazy. Just eats and sleeps. As its rotundbulk builds, it becomes steadily more slothful.",https://pokeapi.co/api/v2/pokemon-species/143
144,articuno,articuno,generation-i,rare,wings,blue,3,35,-1,False,True,False,A legendary bird POKéMON that is said to appear todoomed people who are lost in icy mountains.,https://pokeapi.co/api/v2/pokemon-species/144
145,zapdos,zapdos,generation-i,rare,wings,yellow,3,35,-1,False,True,False,A legendary bird POKéMON that is said to appearfrom clouds while dropping enormous lightning bolts.,https://pokeapi.co/api/v2/pokemon-species/145
146,moltres,moltres,generation-i,rare,wings,yellow,3,35,-1,False,True,False,Known as the legendary bird of fire. Every flapof its wings creates a dazzling flash of flames.,https://pokeapi.co/api/v2/pokemon-species/146
147,dratini,dratini,generation-i,waters-edge,squiggle,blue,45,35,4,False,False,False,Long considered a mythical POKéMON until recentlywhen a small colony was found living underwater.,https://pokeapi.co/api/v2/pokemon-species/147
148,dragonair,dragonair,generation-i,waters-edge,squiggle,blue,45,35,4,False,False,False,A mystical POKéMON that exudes a gentle aura.Has the ability to change climate conditions.,https://pokeapi.co/api/v2/pokemon-species/148
149,dragonite,dragonite,generation-i,waters-edge,upright,brown,45,35,4,False,False,False,An extremely rarely seen marine POKéMON.Its intelligence is said to match that of humans.,https://pokeapi.co/api/v2/pokemon-species/149
150,mewtwo,mewtwo,generation-i,rare,upright,purple,3,0,-1,False,True,False,It was created by a scientist after years of horrificgene splicing and DNA engineering experiments.,https://pokeapi.co/api/v2/pokemon-species/150
151,mew,mew,generation-i,rare,upright,pink,45,100,-1,False,False,True,So rare that it is still said to be a mirage bymany experts. Only a few people have seen it worldwide.,https://pokeapi.co/api/v2/pokemon-species/151
