id,name,slug,generation,habitat,shape,color,capture_rate,base_happiness,gender_rate,is_baby,is_legendary,is_mythical,flavor_text_en,sourceUrl
362,glalie,glalie,generation-iii,cave,ball,gray,75,70,4,False,False,False,"GLALIE has a body made of rock, which it hardens with an armor of ice. This POKéMON has the ability to freezemoisture in the atmosphere into any shape it desires.",https://pokeapi.co/api/v2/pokemon-species/362
363,spheal,spheal,generation-iii,sea,fish,blue,255,70,4,False,False,False,"SPHEAL is much faster rolling than  walking to get around. When groups of this POKéMON eat, they all clap at onceto show their pleasure. Because of this, their mealtimes are noisy.",https://pokeapi.co/api/v2/pokemon-species/363
364,sealeo,sealeo,generation-iii,sea,fish,blue,120,70,4,False,False,False,SEALEO has the habit of always juggling on the tip of its nose anything it sees for the first time.This POKéMON occasionally entertains itself by balancing and rolling a SPHEAL on its nose.,https://pokeapi.co/api/v2/pokemon-species/364
365,walrein,walrein,generation-iii,sea,quadruped,blue,45,70,4,False,False,False,It swims through icy seas while shattering ice floes with its large tusks. It is protected by its thick blubber.,https://pokeapi.co/api/v2/pokemon-species/365
366,clamperl,clamperl,generation-iii,sea,ball,blue,255,70,4,False,False,False,CLAMPERL’s sturdy shell is not only good for protection - it is also used for clamping and catching prey.A fully grown CLAMPERL’s shell will be scored with nicks and scratches all over.,https://pokeapi.co/api/v2/pokemon-species/366
367,huntail,huntail,generation-iii,sea,squiggle,blue,60,70,4,False,False,False,HUNTAIL’s presence went unnoticed by people for a long time because it lives at extreme depths in the sea.This POKéMON’s eyes can see clearly even in the murky dark depths of the ocean.,https://pokeapi.co/api/v2/pokemon-species/367
368,gorebyss,gorebyss,generation-iii,sea,squiggle,pink,60,70,4,False,False,False,"GOREBYSS lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure ofwater at incredible depths. Because of this, this POKéMON’s body is unharmed by ordinary attacks.",https://pokeapi.co/api/v2/pokemon-species/368
369,relicanth,relicanth,generation-iii,sea,fish,gray,25,70,1,False,False,False,RELICANTH is a POKéMON species that existed for a hundred million years without ever changing its form.This ancient POKéMON feeds on microscopic organisms with its toothless mouth.,https://pokeapi.co/api/v2/pokemon-species/369
370,luvdisc,luvdisc,generation-iii,sea,fish,pink,225,70,6,False,False,False,LUVDISC live in shallow seas in the tropics. This heart-shaped POKéMON earned its name by swimming afterloving couples it spotted in the ocean’s waves.,https://pokeapi.co/api/v2/pokemon-species/370
371,bagon,bagon,generation-iii,rough-terrain,humanoid,blue,45,35,4,False,False,False,"Dreaming of one day flying, it practices by leaping off cliffs every day.",https://pokeapi.co/api/v2/pokemon-species/371
372,shelgon,shelgon,generation-iii,rough-terrain,quadruped,white,45,35,4,False,False,False,"Inside SHELGON’s armor-like shell, cells are in the midst of transformation to create an entirely new body.This POKéMON’s shell is extremely heavy, making its movements sluggish.",https://pokeapi.co/api/v2/pokemon-species/372
373,salamence,salamence,generation-iii,rough-terrain,quadruped,blue,45,35,4,False,False,False,"SALAMENCE came about as a result of a strong, long-held dream of growing wings. It is said that this powerfuldesire triggered a sudden mutation in this POKéMON’s cells, causing it to sprout its magnificent wings.",https://pokeapi.co/api/v2/pokemon-species/373
374,beldum,beldum,generation-iii,rough-terrain,blob,blue,3,35,-1,False,False,False,"Instead of blood, a powerful magnetic force courses throughout BELDUM’s body. This POKéMON communicates withothers by sending controlled pulses of magnetism.",https://pokeapi.co/api/v2/pokemon-species/374
375,metang,metang,generation-iii,rough-terrain,arms,blue,3,35,-1,False,False,False,"When two BELDUM fuse together, METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system.By linking its brains magnetically, this POKéMON generates strong psychokinetic power.",https://pokeapi.co/api/v2/pokemon-species/375
376,metagross,metagross,generation-iii,rough-terrain,heads,blue,3,35,-1,False,False,False,"METAGROSS has four brains in total. Combined, the four brains can breeze through difficult calculations fasterthan a supercomputer. This POKéMON can float in the air by tucking in its four legs.",https://pokeapi.co/api/v2/pokemon-species/376
377,regirock,regirock,generation-iii,cave,humanoid,brown,3,35,-1,False,True,False,"Its entire body is made of rock. If any part chips off in battle, it attaches rocks to repair itself.",https://pokeapi.co/api/v2/pokemon-species/377
378,regice,regice,generation-iii,cave,humanoid,blue,3,35,-1,False,True,False,"REGICE’s body was made during an ice age. The deep-frozen body can’t be melted, even by fire.This POKéMON controls frigid air of minus 328 degrees F.",https://pokeapi.co/api/v2/pokemon-species/378
379,registeel,registeel,generation-iii,cave,humanoid,gray,3,35,-1,False,True,False,REGISTEEL has a body that is harder than any kind of metal. Its body is apparently hollow.No one has any idea what this POKéMON eats.,https://pokeapi.co/api/v2/pokemon-species/379
380,latias,latias,generation-iii,waters-edge,wings,red,3,90,8,False,True,False,"LATIAS is highly sensitive to the emotions of people. If it senses any hostility, this POKéMON ruffles thefeathers all over its body and cries shrilly to intimidate the foe.",https://pokeapi.co/api/v2/pokemon-species/380
381,latios,latios,generation-iii,waters-edge,wings,blue,3,90,0,False,True,False,LATIOS has the ability to make its foe see an image of what it has seen or imagines in its head.This POKéMON is intelligent and understands human speech.,https://pokeapi.co/api/v2/pokemon-species/381
382,kyogre,kyogre,generation-iii,sea,fish,blue,3,0,-1,False,True,False,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours.This POKéMON saved people who were suffering from droughts.,https://pokeapi.co/api/v2/pokemon-species/382
383,groudon,groudon,generation-iii,rough-terrain,upright,red,3,0,-1,False,True,False,GROUDON has long been described in  mythology as the POKéMON that raised lands and expanded continents.This POKéMON took to sleep after a cataclysmic battle with KYOGRE.,https://pokeapi.co/api/v2/pokemon-species/383
384,rayquaza,rayquaza,generation-iii,rare,squiggle,green,45,0,-1,False,True,False,"RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer,  never descending to the ground.This POKéMON appears to feed on water and particles in the atmosphere.",https://pokeapi.co/api/v2/pokemon-species/384
385,jirachi,jirachi,generation-iii,mountain,humanoid,yellow,3,100,-1,False,False,True,"A legend states that JIRACHI will make true any wish that is written on notes attached to its head when it awakens.If this POKéMON senses danger, it will fight without awakening.",https://pokeapi.co/api/v2/pokemon-species/385
386,deoxys,deoxys,generation-iii,rare,humanoid,red,3,0,-1,False,False,True,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS.The crystalline organ on this POKéMON’s chest appears to be its brain.,https://pokeapi.co/api/v2/pokemon-species/386
